order_id,order_item_no,sku,product_name,quantity,unit_price,amount,is_refund,is_product,order_time,order_date,customer_id,country,source_sheet
559704,24,84279P,CHERRY BLOSSOM  DECORATIVE FLASK,4,3.75,15.0,0,1,2011-07-12 09:54:00,2011-07-12,12669,France,Year 2010-2011
559804,6,22714,CARD BIRTHDAY COWBOY,12,0.42,5.04,0,1,2011-07-12 14:17:00,2011-07-12,17405,United Kingdom,Year 2010-2011
559816,184,22269,EGG CUP NATURAL CHICKEN,2,0.83,1.66,0,1,2011-07-12 16:11:00,2011-07-12,-1,United Kingdom,Year 2010-2011
559817,250,22732,3D VINTAGE CHRISTMAS STICKERS,1,2.46,2.46,0,1,2011-07-12 16:20:00,2011-07-12,-1,United Kingdom,Year 2010-2011
559884,2,21395,BLUE POLKADOT BEAKER,48,0.39,18.72,0,1,2011-07-13 11:34:00,2011-07-13,16843,United Kingdom,Year 2010-2011
559904,24,20846,ZINC HEART LATTICE T-LIGHT HOLDER,12,1.25,15.0,0,1,2011-07-13 13:20:00,2011-07-13,13149,United Kingdom,Year 2010-2011
559923,148,84746,PINK EASTER HENS+FLOWER,1,2.46,2.46,0,1,2011-07-13 16:07:00,2011-07-13,-1,United Kingdom,Year 2010-2011
559951,4,20728,LUNCH BAG CARS BLUE,10,1.65,16.5,0,1,2011-07-14 10:52:00,2011-07-14,14847,United Kingdom,Year 2010-2011
560034,4,22720,SET OF 3 CAKE TINS PANTRY DESIGN,3,4.95,14.85,0,1,2011-07-14 13:35:00,2011-07-14,13933,United Kingdom,Year 2010-2011
560090,78,21922,UNION STRIPE WITH FRINGE  HAMMOCK,1,16.63,16.63,0,1,2011-07-14 16:46:00,2011-07-14,-1,United Kingdom,Year 2010-2011
560117,5,21479,WHITE SKULL HOT WATER BOTTLE,1,3.75,3.75,0,1,2011-07-15 10:14:00,2011-07-15,-1,United Kingdom,Year 2010-2011
560211,15,23198,PANTRY MAGNETIC  SHOPPING LIST,12,1.45,17.4,0,1,2011-07-15 14:34:00,2011-07-15,12621,Germany,Year 2010-2011
560225,357,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,2,0.83,1.66,0,1,2011-07-15 16:27:00,2011-07-15,-1,United Kingdom,Year 2010-2011
560249,14,22141,CHRISTMAS CRAFT TREE TOP ANGEL,1,2.1,2.1,0,1,2011-07-17 12:26:00,2011-07-17,17571,United Kingdom,Year 2010-2011
560270,18,22670,FRENCH WC SIGN BLUE METAL,6,1.25,7.5,0,1,2011-07-17 14:42:00,2011-07-17,16744,United Kingdom,Year 2010-2011
560292,24,23198,PANTRY MAGNETIC  SHOPPING LIST,2,3.29,6.58,0,1,2011-07-18 10:19:00,2011-07-18,-1,United Kingdom,Year 2010-2011
560360,54,82582,AREA PATROLLED METAL SIGN,12,2.1,25.2,0,1,2011-07-18 11:55:00,2011-07-18,12744,Singapore,Year 2010-2011
560398,16,22195,LARGE HEART MEASURING SPOONS,24,1.65,39.6,0,1,2011-07-18 14:10:00,2011-07-18,12731,France,Year 2010-2011
560434,51,21377,SMALL CAMPHOR WOOD FIELD  MUSHROOM,1,3.29,3.29,0,1,2011-07-18 15:56:00,2011-07-18,-1,United Kingdom,Year 2010-2011
560444,60,23230,WRAP ALPHABET DESIGN,25,0.42,10.5,0,1,2011-07-18 17:15:00,2011-07-18,13764,United Kingdom,Year 2010-2011
560504,68,21725,SWEETIES  STICKERS,12,0.85,10.2,0,1,2011-07-19 11:47:00,2011-07-19,13081,United Kingdom,Year 2010-2011
560555,41,22979,PANTRY WASHING UP BRUSH,1,1.45,1.45,0,1,2011-07-19 13:01:00,2011-07-19,14178,United Kingdom,Year 2010-2011
560590,10,22847,BREAD BIN DINER STYLE IVORY,1,16.95,16.95,0,1,2011-07-19 15:55:00,2011-07-19,12560,Germany,Year 2010-2011
560688,19,23206,LUNCH BAG APPLE DESIGN,10,1.65,16.5,0,1,2011-07-20 11:54:00,2011-07-20,16393,United Kingdom,Year 2010-2011
560718,7,23545,WRAP RED DOILEY,25,0.42,10.5,0,1,2011-07-20 13:30:00,2011-07-20,17677,United Kingdom,Year 2010-2011
560772,114,21913,VINTAGE SEASIDE JIGSAW PUZZLES,1,3.29,3.29,0,1,2011-07-20 16:12:00,2011-07-20,-1,United Kingdom,Year 2010-2011
560773,164,72349B,SET/6 PURPLE BUTTERFLY T-LIGHTS,1,4.13,4.13,0,1,2011-07-20 16:17:00,2011-07-20,-1,United Kingdom,Year 2010-2011
560820,7,21213,PACK OF 72 SKULL CAKE CASES,1,0.55,0.55,0,1,2011-07-21 10:59:00,2011-07-21,17811,United Kingdom,Year 2010-2011
560862,15,22912,YELLOW COAT RACK PARIS FASHION,1,4.95,4.95,0,1,2011-07-21 13:48:00,2011-07-21,14085,United Kingdom,Year 2010-2011
560896,10,23013,GLASS APOTHECARY BOTTLE TONIC,4,3.95,15.8,0,1,2011-07-21 17:26:00,2011-07-21,15623,United Kingdom,Year 2010-2011
560926,263,22907,PACK OF 20 NAPKINS PANTRY DESIGN,1,1.63,1.63,0,1,2011-07-22 09:20:00,2011-07-22,-1,United Kingdom,Year 2010-2011
560978,7,20749,ASSORTED COLOUR MINI CASES,2,7.95,15.9,0,1,2011-07-22 12:20:00,2011-07-22,15815,United Kingdom,Year 2010-2011
561020,24,21080,SET/20 RED RETROSPOT PAPER NAPKINS,1,0.85,0.85,0,1,2011-07-22 17:21:00,2011-07-22,13563,United Kingdom,Year 2010-2011
561040,4,22617,BAKING SET SPACEBOY DESIGN,6,4.95,29.7,0,1,2011-07-24 12:05:00,2011-07-24,12431,Australia,Year 2010-2011
561078,4,22669,RED BABY BUNTING,5,2.95,14.75,0,1,2011-07-24 16:05:00,2011-07-24,16178,United Kingdom,Year 2010-2011
561102,10,23297,SET 40 HEART SHAPE PETIT FOUR CASES,16,1.65,26.4,0,1,2011-07-25 11:17:00,2011-07-25,12412,Denmark,Year 2010-2011
561195,35,23156,SET OF 5 MINI GROCERY MAGNETS,2,2.08,4.16,0,1,2011-07-25 13:57:00,2011-07-25,14796,United Kingdom,Year 2010-2011
561209,259,84535B,FAIRY CAKES NOTEBOOK A6 SIZE,1,1.46,1.46,0,1,2011-07-25 16:57:00,2011-07-25,-1,United Kingdom,Year 2010-2011
561218,83,22670,FRENCH WC SIGN BLUE METAL,1,2.46,2.46,0,1,2011-07-25 17:11:00,2011-07-25,-1,United Kingdom,Year 2010-2011
561295,4,15056N,EDWARDIAN PARASOL NATURAL,2,5.95,11.9,0,1,2011-07-26 12:28:00,2011-07-26,15311,United Kingdom,Year 2010-2011
561369,11,20719,WOODLAND CHARLOTTE BAG,1,1.63,1.63,0,1,2011-07-26 16:21:00,2011-07-26,-1,United Kingdom,Year 2010-2011
561395,2,23298,SPOTTY BUNTING,12,4.95,59.4,0,1,2011-07-27 10:29:00,2011-07-27,13999,United Kingdom,Year 2010-2011
561507,22,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,4,4.95,19.8,0,1,2011-07-27 14:21:00,2011-07-27,12397,Belgium,Year 2010-2011
561515,182,20828,GLITTER BUTTERFLY CLIPS,1,4.96,4.96,0,1,2011-07-27 15:16:00,2011-07-27,-1,United Kingdom,Year 2010-2011
561603,10,23286,BLUE VINTAGE SPOT BEAKER,12,0.85,10.2,0,1,2011-07-28 12:06:00,2011-07-28,14855,United Kingdom,Year 2010-2011
561645,1,23315,IVORY REFECTORY CLOCK,12,8.15,97.8,0,1,2011-07-28 15:16:00,2011-07-28,14911,EIRE,Year 2010-2011
561661,32,85175,CACTI T-LIGHT CANDLES,16,0.42,6.72,0,1,2011-07-28 16:21:00,2011-07-28,12743,Unspecified,Year 2010-2011
561710,32,22768,FAMILY PHOTO FRAME CORNICE,1,9.95,9.95,0,1,2011-07-29 11:45:00,2011-07-29,13827,United Kingdom,Year 2010-2011
561808,14,22356,CHARLOTTE BAG PINK POLKADOT,10,0.85,8.5,0,1,2011-07-29 15:11:00,2011-07-29,13534,United Kingdom,Year 2010-2011
561870,31,23293,SET OF 12 FAIRY CAKE BAKING CASES,8,0.83,6.64,0,1,2011-07-31 11:45:00,2011-07-31,14911,EIRE,Year 2010-2011
561890,8,23294,SET OF 6 SNACK LOAF BAKING CASES,24,0.83,19.92,0,1,2011-07-31 14:17:00,2011-07-31,12697,Sweden,Year 2010-2011
561901,11,22961,JAM MAKING SET PRINTED,288,1.45,417.6,0,1,2011-07-31 15:42:00,2011-07-31,14156,EIRE,Year 2010-2011
561926,72,22077,6 RIBBONS RUSTIC CHARM,12,1.65,19.8,0,1,2011-08-01 12:48:00,2011-08-01,12749,United Kingdom,Year 2010-2011
562031,31,21272,SALLE DE BAIN HOOK,5,1.25,6.25,0,1,2011-08-01 17:37:00,2011-08-01,16984,United Kingdom,Year 2010-2011
562046,23,21709,FOLDING UMBRELLA CHOCOLATE POLKADOT,4,4.95,19.8,0,1,2011-08-02 10:34:00,2011-08-02,12378,Switzerland,Year 2010-2011
562102,4,21991,BOHEMIAN COLLAGE STATIONERY SET,12,1.25,15.0,0,1,2011-08-02 14:21:00,2011-08-02,13089,United Kingdom,Year 2010-2011
562114,89,23143,ZINC WIRE KITCHEN ORGANISER,1,20.79,20.79,0,1,2011-08-02 16:14:00,2011-08-02,-1,United Kingdom,Year 2010-2011
562158,6,47566B,TEA TIME PARTY BUNTING,3,4.95,14.85,0,1,2011-08-03 11:45:00,2011-08-03,15039,United Kingdom,Year 2010-2011
562214,11,85019A,ROMANTIC IMAGES NOTEBOOK SET,24,1.25,30.0,0,1,2011-08-03 13:39:00,2011-08-03,17731,United Kingdom,Year 2010-2011
562264,77,22748,POPPY'S PLAYHOUSE KITCHEN,1,4.13,4.13,0,1,2011-08-03 16:14:00,2011-08-03,-1,United Kingdom,Year 2010-2011
562343,2,22616,PACK OF 12 LONDON TISSUES,1008,0.29,292.32,0,1,2011-08-04 12:13:00,2011-08-04,17381,United Kingdom,Year 2010-2011
562376,18,21485,RETROSPOT HEART HOT WATER BOTTLE,3,4.95,14.85,0,1,2011-08-04 15:04:00,2011-08-04,15254,United Kingdom,Year 2010-2011
562420,12,21933,PINK VINTAGE PAISLEY PICNIC BAG,9,2.46,22.14,0,1,2011-08-04 16:38:00,2011-08-04,-1,United Kingdom,Year 2010-2011
562450,8,22663,JUMBO BAG DOLLY GIRL DESIGN,20,2.08,41.6,0,1,2011-08-05 08:40:00,2011-08-05,12562,France,Year 2010-2011
562528,19,22379,RECYCLING BAG RETROSPOT,5,2.1,10.5,0,1,2011-08-05 13:52:00,2011-08-05,12610,Italy,Year 2010-2011
562553,48,21931,JUMBO STORAGE BAG SUKI,1,4.13,4.13,0,1,2011-08-05 16:34:00,2011-08-05,-1,United Kingdom,Year 2010-2011
562569,10,23295,SET OF 12 MINI LOAF BAKING CASES,3,0.83,2.49,0,1,2011-08-07 12:05:00,2011-08-07,17323,United Kingdom,Year 2010-2011
562599,6,22962,JAM JAR WITH PINK LID,12,0.85,10.2,0,1,2011-08-08 10:01:00,2011-08-08,13013,United Kingdom,Year 2010-2011
562670,21,23187,FRENCH STYLE STORAGE JAR BONBONS,48,0.29,13.92,0,1,2011-08-08 13:42:00,2011-08-08,14911,EIRE,Year 2010-2011
562715,12,23209,LUNCH BAG VINTAGE DOILY,1,4.13,4.13,0,1,2011-08-08 15:34:00,2011-08-08,-1,United Kingdom,Year 2010-2011
562730,3,22705,WRAP GREEN PEARS,50,0.42,21.0,0,1,2011-08-09 10:16:00,2011-08-09,17554,United Kingdom,Year 2010-2011
562789,18,20750,RED RETROSPOT MINI CASES,12,6.35,76.2,0,1,2011-08-09 13:50:00,2011-08-09,14646,Netherlands,Year 2010-2011
562843,147,84616,SILVER ROCCOCO CHANDELIER,1,58.29,58.29,0,1,2011-08-09 17:37:00,2011-08-09,-1,United Kingdom,Year 2010-2011
562893,31,23238,SET OF 4 KNICK KNACK TINS LONDON,6,4.15,24.9,0,1,2011-08-10 12:25:00,2011-08-10,17442,United Kingdom,Year 2010-2011
562933,121,20618,QUEEN OF THE SKIES PASSPORT COVER,1,1.63,1.63,0,1,2011-08-10 16:51:00,2011-08-10,-1,United Kingdom,Year 2010-2011
562947,1,20802,SMALL GLASS SUNDAE DISH CLEAR,72,1.45,104.4,0,1,2011-08-11 09:45:00,2011-08-11,15987,United Kingdom,Year 2010-2011
563020,18,22708,WRAP DOLLY GIRL,25,0.42,10.5,0,1,2011-08-11 12:58:00,2011-08-11,12428,Finland,Year 2010-2011
563074,15,23207,LUNCH BAG ALPHABET DESIGN,350,1.45,507.5,0,1,2011-08-11 15:58:00,2011-08-11,12931,United Kingdom,Year 2010-2011
C562961,2,22766,PHOTO FRAME CORNICE,-7,2.95,-20.65,1,1,2011-08-11 10:24:00,2011-08-11,14305,United Kingdom,Year 2010-2011
563098,39,22727,ALARM CLOCK BAKELIKE RED,12,3.75,45.0,0,1,2011-08-12 09:14:00,2011-08-12,14911,EIRE,Year 2010-2011
563183,11,20726,LUNCH BAG WOODLAND,10,1.65,16.5,0,1,2011-08-12 14:47:00,2011-08-12,14110,United Kingdom,Year 2010-2011
563195,177,22801,ANTIQUE GLASS PEDESTAL BOWL,1,7.46,7.46,0,1,2011-08-12 16:36:00,2011-08-12,-1,United Kingdom,Year 2010-2011
563227,2,37450,CERAMIC CAKE BOWL + HANGING CAKES,18,2.55,45.9,0,1,2011-08-14 15:33:00,2011-08-14,14301,United Kingdom,Year 2010-2011
563288,6,23233,WRAP POPPIES  DESIGN,25,0.42,10.5,0,1,2011-08-15 12:53:00,2011-08-15,12656,France,Year 2010-2011
563364,3,23306,SET OF 36 DOILIES PANTRY DESIGN,12,1.45,17.4,0,1,2011-08-16 08:39:00,2011-08-16,14466,United Kingdom,Year 2010-2011
563432,17,20728,LUNCH BAG CARS BLUE,3,1.65,4.95,0,1,2011-08-16 12:12:00,2011-08-16,16713,United Kingdom,Year 2010-2011
563500,6,21165,BEWARE OF THE CAT METAL SIGN,6,1.69,10.14,0,1,2011-08-16 17:25:00,2011-08-16,15856,United Kingdom,Year 2010-2011
563546,31,23147,SINGLE ANTIQUE ROSE HOOK IVORY,6,1.45,8.7,0,1,2011-08-17 12:24:00,2011-08-17,16729,United Kingdom,Year 2010-2011
563557,107,21212,PACK OF 72 RETROSPOT CAKE CASES,24,0.55,13.2,0,1,2011-08-17 13:33:00,2011-08-17,15786,United Kingdom,Year 2010-2011
563580,17,15056N,EDWARDIAN PARASOL NATURAL,1,5.95,5.95,0,1,2011-08-17 15:53:00,2011-08-17,16706,United Kingdom,Year 2010-2011
563615,6,20712,JUMBO BAG WOODLAND ANIMALS,10,2.08,20.8,0,1,2011-08-18 09:01:00,2011-08-18,16945,United Kingdom,Year 2010-2011
563692,13,22423,REGENCY CAKESTAND 3 TIER,2,12.75,25.5,0,1,2011-08-18 13:01:00,2011-08-18,17243,United Kingdom,Year 2010-2011
563728,13,72741,GRAND CHOCOLATECANDLE,18,1.45,26.1,0,1,2011-08-18 17:09:00,2011-08-18,17045,United Kingdom,Year 2010-2011
563756,6,47566,PARTY BUNTING,12,4.95,59.4,0,1,2011-08-19 11:08:00,2011-08-19,12418,Switzerland,Year 2010-2011
563858,14,23322,LARGE WHITE HEART OF WICKER,6,2.95,17.7,0,1,2011-08-19 16:04:00,2011-08-19,18170,United Kingdom,Year 2010-2011
563920,21,23032,DRAWER KNOB CRACKLE GLAZE IVORY,6,1.65,9.9,0,1,2011-08-21 14:00:00,2011-08-21,16407,United Kingdom,Year 2010-2011
563933,47,22653,BUTTON BOX,4,1.95,7.8,0,1,2011-08-21 15:54:00,2011-08-21,16536,United Kingdom,Year 2010-2011
564020,18,23119,PACK OF 6 LARGE FRUIT STRAWS,12,0.62,7.44,0,1,2011-08-22 11:57:00,2011-08-22,13971,United Kingdom,Year 2010-2011
564060,42,22623,BOX OF VINTAGE JIGSAW BLOCKS,3,5.95,17.85,0,1,2011-08-22 14:37:00,2011-08-22,17073,United Kingdom,Year 2010-2011
564092,7,15056N,EDWARDIAN PARASOL NATURAL,12,5.95,71.4,0,1,2011-08-23 10:24:00,2011-08-23,13767,United Kingdom,Year 2010-2011
564158,5,22383,LUNCH BAG SUKI DESIGN,20,1.65,33.0,0,1,2011-08-23 12:37:00,2011-08-23,16712,United Kingdom,Year 2010-2011
564187,41,22629,SPACEBOY LUNCH BOX,4,1.95,7.8,0,1,2011-08-23 15:24:00,2011-08-23,15005,United Kingdom,Year 2010-2011
564221,108,22698,PINK REGENCY TEACUP AND SAUCER,6,5.79,34.74,0,1,2011-08-24 09:36:00,2011-08-24,-1,United Kingdom,Year 2010-2011
564302,16,35961,FOLKART ZINC HEART CHRISTMAS DEC,24,0.85,20.4,0,1,2011-08-24 12:00:00,2011-08-24,15932,United Kingdom,Year 2010-2011
564335,74,22701,PINK DOG BOWL,2,2.95,5.9,0,1,2011-08-24 14:23:00,2011-08-24,15800,United Kingdom,Year 2010-2011
564356,52,23286,BLUE VINTAGE SPOT BEAKER,4,0.85,3.4,0,1,2011-08-24 15:47:00,2011-08-24,13969,United Kingdom,Year 2010-2011
564434,3,23152,IVORY SWEETHEART WIRE LETTER RACK,8,3.75,30.0,0,1,2011-08-25 11:59:00,2011-08-25,14687,United Kingdom,Year 2010-2011
564516,2,20685,DOORMAT RED RETROSPOT,1,16.63,16.63,0,1,2011-08-25 14:45:00,2011-08-25,-1,United Kingdom,Year 2010-2011
564558,7,21080,SET/20 RED RETROSPOT PAPER NAPKINS,12,0.85,10.2,0,1,2011-08-26 08:59:00,2011-08-26,12704,Finland,Year 2010-2011
564643,14,23202,JUMBO BAG VINTAGE LEAF,6,2.08,12.48,0,1,2011-08-26 13:25:00,2011-08-26,15356,United Kingdom,Year 2010-2011
564716,12,20726,LUNCH BAG WOODLAND,6,1.65,9.9,0,1,2011-08-28 11:02:00,2011-08-28,14810,United Kingdom,Year 2010-2011
564732,1,22078,RIBBON REEL LACE DESIGN,1,2.1,2.1,0,1,2011-08-28 13:08:00,2011-08-28,16466,United Kingdom,Year 2010-2011
564745,23,22099,CARAVAN SQUARE TISSUE BOX,1,0.39,0.39,0,1,2011-08-28 15:27:00,2011-08-28,16806,United Kingdom,Year 2010-2011
564755,29,21695,SMALL SILVER FLOWER CANDLE POT,1,5.79,5.79,0,1,2011-08-30 10:31:00,2011-08-30,-1,United Kingdom,Year 2010-2011
564757,175,21179,NO JUNK MAIL METAL SIGN,1,1.63,1.63,0,1,2011-08-30 10:36:00,2011-08-30,-1,United Kingdom,Year 2010-2011
564817,13,22713,CARD I LOVE LONDON,1,0.83,0.83,0,1,2011-08-30 12:02:00,2011-08-30,-1,United Kingdom,Year 2010-2011
564820,77,22697,GREEN REGENCY TEACUP AND SAUCER,2,5.79,11.58,0,1,2011-08-30 12:16:00,2011-08-30,-1,United Kingdom,Year 2010-2011
564837,74,22574,HEART WOODEN CHRISTMAS DECORATION,2,1.63,3.26,0,1,2011-08-30 12:40:00,2011-08-30,-1,United Kingdom,Year 2010-2011
564840,157,22683,FRENCH BLUE METAL DOOR SIGN 8,3,2.46,7.38,0,1,2011-08-30 12:49:00,2011-08-30,-1,United Kingdom,Year 2010-2011
564857,68,22680,FRENCH BLUE METAL DOOR SIGN 5,3,2.46,7.38,0,1,2011-08-31 09:23:00,2011-08-31,-1,United Kingdom,Year 2010-2011
564962,30,23263,SET OF 3 WOODEN HEART DECORATIONS,2,1.25,2.5,0,1,2011-08-31 14:35:00,2011-08-31,17777,United Kingdom,Year 2010-2011
C565050,2,23198,PANTRY MAGNETIC  SHOPPING LIST,-10,1.45,-14.5,1,1,2011-08-31 17:10:00,2011-08-31,12381,Norway,Year 2010-2011
565128,4,21462,"NURSERY A,B,C PAINTED LETTERS",2,6.75,13.5,0,1,2011-09-01 12:34:00,2011-09-01,15189,United Kingdom,Year 2010-2011
565152,32,23206,LUNCH BAG APPLE DESIGN,3,1.65,4.95,0,1,2011-09-01 14:42:00,2011-09-01,17799,United Kingdom,Year 2010-2011
565224,25,21561,DINOSAUR LUNCH BOX WITH CUTLERY,2,2.55,5.1,0,1,2011-09-01 19:11:00,2011-09-01,14713,United Kingdom,Year 2010-2011
565233,71,22301,COFFEE MUG CAT + BIRD DESIGN,2,4.96,9.92,0,1,2011-09-02 09:34:00,2011-09-02,-1,United Kingdom,Year 2010-2011
565243,24,84970S,HANGING HEART ZINC T-LIGHT HOLDER,24,0.85,20.4,0,1,2011-09-02 10:20:00,2011-09-02,16735,United Kingdom,Year 2010-2011
565324,3,21210,SET OF 72 RETROSPOT PAPER  DOILIES,2,1.45,2.9,0,1,2011-09-02 13:18:00,2011-09-02,13232,United Kingdom,Year 2010-2011
565388,43,84971S,SMALL HEART FLOWERS HOOK,12,0.85,10.2,0,1,2011-09-02 15:56:00,2011-09-02,14415,United Kingdom,Year 2010-2011
565410,17,21175,GIN + TONIC DIET METAL SIGN,12,2.55,30.6,0,1,2011-09-04 11:17:00,2011-09-04,14691,United Kingdom,Year 2010-2011
565431,59,23138,SINGLE WIRE HOOK IVORY HEART,12,1.45,17.4,0,1,2011-09-04 13:15:00,2011-09-04,14965,United Kingdom,Year 2010-2011
565447,11,84378,SET OF 3 HEART COOKIE CUTTERS,12,1.45,17.4,0,1,2011-09-04 15:20:00,2011-09-04,14107,United Kingdom,Year 2010-2011
565475,10,21983,PACK OF 12 BLUE PAISLEY TISSUES,96,0.29,27.84,0,1,2011-09-05 10:47:00,2011-09-05,14156,EIRE,Year 2010-2011
565580,11,23407,SET OF 2 TRAYS HOME SWEET HOME,2,9.95,19.9,0,1,2011-09-05 12:36:00,2011-09-05,13851,United Kingdom,Year 2010-2011
565617,162,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,1,16.63,16.63,0,1,2011-09-05 15:30:00,2011-09-05,-1,United Kingdom,Year 2010-2011
565684,5,23029,DRAWER KNOB CRACKLE GLAZE GREEN,6,1.65,9.9,0,1,2011-09-06 10:46:00,2011-09-06,16455,United Kingdom,Year 2010-2011
C565762,1,20724,RED RETROSPOT CHARLOTTE BAG,-19,0.85,-16.15,1,1,2011-09-06 14:05:00,2011-09-06,14040,United Kingdom,Year 2010-2011
565800,12,23406,HOME SWEET HOME KEY HOLDER,2,6.25,12.5,0,1,2011-09-07 10:23:00,2011-09-07,14911,EIRE,Year 2010-2011
565840,236,22971,QUEENS GUARD COFFEE MUG,4,2.55,10.2,0,1,2011-09-07 12:02:00,2011-09-07,-1,United Kingdom,Year 2010-2011
565849,7,22699,ROSES REGENCY TEACUP AND SAUCER,12,2.95,35.4,0,1,2011-09-07 12:50:00,2011-09-07,14309,United Kingdom,Year 2010-2011
565916,14,23294,SET OF 6 SNACK LOAF BAKING CASES,8,0.83,6.64,0,1,2011-09-07 16:00:00,2011-09-07,14156,EIRE,Year 2010-2011
565919,247,20961,STRAWBERRY BATH SPONGE,1,2.46,2.46,0,1,2011-09-07 16:48:00,2011-09-07,-1,United Kingdom,Year 2010-2011
565990,21,22663,JUMBO BAG DOLLY GIRL DESIGN,10,2.08,20.8,0,1,2011-09-08 11:44:00,2011-09-08,13577,United Kingdom,Year 2010-2011
566025,2,23404,HOME SWEET HOME BLACKBOARD,2,4.95,9.9,0,1,2011-09-08 12:55:00,2011-09-08,17634,United Kingdom,Year 2010-2011
566060,41,23189,SET OF 12 FORK CANDLES,1,5.79,5.79,0,1,2011-09-08 15:27:00,2011-09-08,-1,United Kingdom,Year 2010-2011
566087,17,22840,ROUND CAKE TIN VINTAGE RED,2,7.95,15.9,0,1,2011-09-09 10:24:00,2011-09-09,13319,United Kingdom,Year 2010-2011
566213,18,23345,DOLLY GIRL BEAKER,12,1.25,15.0,0,1,2011-09-09 15:09:00,2011-09-09,14895,United Kingdom,Year 2010-2011
C566185,2,21844,RED RETROSPOT MUG,-1,2.55,-2.55,1,1,2011-09-09 13:02:00,2011-09-09,18167,United Kingdom,Year 2010-2011
566233,35,22624,IVORY KITCHEN SCALES,2,8.5,17.0,0,1,2011-09-11 11:04:00,2011-09-11,12635,Germany,Year 2010-2011
566266,14,21114,LAVENDER SCENTED FABRIC HEART,5,1.25,6.25,0,1,2011-09-11 13:22:00,2011-09-11,17299,United Kingdom,Year 2010-2011
566281,35,21175,GIN + TONIC DIET METAL SIGN,5,2.55,12.75,0,1,2011-09-11 14:15:00,2011-09-11,12748,United Kingdom,Year 2010-2011
566291,24,23439,HAND WARMER RED LOVE HEART,2,2.1,4.2,0,1,2011-09-11 15:31:00,2011-09-11,12965,United Kingdom,Year 2010-2011
566312,6,23419,HOME SWEET HOME BOTTLE,12,2.08,24.96,0,1,2011-09-12 09:43:00,2011-09-12,16150,United Kingdom,Year 2010-2011
566400,60,23160,REGENCY TEA SPOON,12,1.25,15.0,0,1,2011-09-12 13:16:00,2011-09-12,17139,United Kingdom,Year 2010-2011
566440,16,23410,CURIO CABINET LINEN AND LACE,2,8.15,16.3,0,1,2011-09-12 15:19:00,2011-09-12,15755,United Kingdom,Year 2010-2011
C566467,4,23321,SMALL WHITE HEART OF WICKER,-5,1.65,-8.25,1,1,2011-09-12 18:04:00,2011-09-12,14688,United Kingdom,Year 2010-2011
566534,21,22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,2,4.13,8.26,0,1,2011-09-13 11:32:00,2011-09-13,-1,United Kingdom,Year 2010-2011
566564,26,17012A,ORIGAMI VANILLA INCENSE/CANDLE SET,5,0.85,4.25,0,1,2011-09-13 12:26:00,2011-09-13,15522,United Kingdom,Year 2010-2011
566583,7,21257,VICTORIAN SEWING BOX MEDIUM,2,7.95,15.9,0,1,2011-09-13 13:55:00,2011-09-13,15343,United Kingdom,Year 2010-2011
566602,120,23336,EGG FRYING PAN PINK,1,4.13,4.13,0,1,2011-09-13 16:05:00,2011-09-13,-1,United Kingdom,Year 2010-2011
566620,1,85227,SET OF 6 3D KIT CARDS FOR KIDS,12,0.85,10.2,0,1,2011-09-14 09:21:00,2011-09-14,13588,United Kingdom,Year 2010-2011
566719,2,90010A,MIDNIGHT BLUE GLASS/SILVER BRACELET,2,8.95,17.9,0,1,2011-09-14 12:29:00,2011-09-14,15081,United Kingdom,Year 2010-2011
C566741,2,23433,HANGING QUILTED PATCHWORK APPLES,-12,0.83,-9.96,1,1,2011-09-14 14:55:00,2011-09-14,15618,United Kingdom,Year 2010-2011
566781,27,21915,RED  HARMONICA IN BOX,12,1.25,15.0,0,1,2011-09-15 10:11:00,2011-09-15,17333,United Kingdom,Year 2010-2011
566849,23,22818,CARD CHRISTMAS VILLAGE,12,0.42,5.04,0,1,2011-09-15 12:03:00,2011-09-15,16341,United Kingdom,Year 2010-2011
566913,46,22804,CANDLEHOLDER PINK HANGING HEART,3,2.95,8.85,0,1,2011-09-15 14:07:00,2011-09-15,17602,United Kingdom,Year 2010-2011
566949,93,22653,BUTTON BOX,2,1.63,3.26,0,1,2011-09-15 16:32:00,2011-09-15,-1,United Kingdom,Year 2010-2011
566968,4,82484,WOOD BLACK BOARD ANT WHITE FINISH,2,7.95,15.9,0,1,2011-09-15 18:49:00,2011-09-15,16350,United Kingdom,Year 2010-2011
567024,16,22327,ROUND SNACK BOXES SET OF 4 SKULLS,3,6.63,19.89,0,1,2011-09-16 11:23:00,2011-09-16,-1,United Kingdom,Year 2010-2011
567099,16,22676,FRENCH BLUE METAL DOOR SIGN 1,3,1.25,3.75,0,1,2011-09-16 13:31:00,2011-09-16,15311,United Kingdom,Year 2010-2011
567159,7,84879,ASSORTED COLOUR BIRD ORNAMENT,16,1.69,27.04,0,1,2011-09-18 10:19:00,2011-09-18,15465,United Kingdom,Year 2010-2011
567179,31,22349,DOG BOWL CHASING BALL DESIGN,1,3.75,3.75,0,1,2011-09-18 14:27:00,2011-09-18,15547,United Kingdom,Year 2010-2011
